geneName family
PGSC0003DMT400002265 1075
PGSC0003DMT400002377 1075
PGSC0003DMT400030212 1075
PGSC0003DMT400066516 1075
PGSC0003DMT400002814 1082
PGSC0003DMT400057498 1082
PGSC0003DMT400057502 1082
PGSC0003DMT400058242 1082
PGSC0003DMT400002991 1088
PGSC0003DMT400022650 1088
PGSC0003DMT400022651 1088
PGSC0003DMT400068964 1088
PGSC0003DMT400022873 1095
PGSC0003DMT400023099 1095
PGSC0003DMT400088463 1095
PGSC0003DMT400023095 1095
PGSC0003DMT400004055 1109
PGSC0003DMT400004162 1109
PGSC0003DMT400072577 1109
PGSC0003DMT400026334 1109
PGSC0003DMT400004392 1116
PGSC0003DMT400023929 1116
PGSC0003DMT400023903 1116
PGSC0003DMT400095593 1116
PGSC0003DMT400005467 1132
PGSC0003DMT400005470 1132
PGSC0003DMT400039797 1132
PGSC0003DMT400085139 1132
PGSC0003DMT400005587 1134
PGSC0003DMT400065470 1134
PGSC0003DMT400075576 1134
PGSC0003DMT400082479 1134
PGSC0003DMT400006820 1150
PGSC0003DMT400047403 1150
PGSC0003DMT400073715 1150
PGSC0003DMT400093633 1150
PGSC0003DMT400007130 1156
PGSC0003DMT400018802 1156
PGSC0003DMT400038784 1156
PGSC0003DMT400076860 1156
PGSC0003DMT400007456 1162
PGSC0003DMT400048989 1162
PGSC0003DMT400094010 1162
PGSC0003DMT400097769 1162
PGSC0003DMT400008172 1175
PGSC0003DMT400019823 1175
PGSC0003DMT400045216 1175
PGSC0003DMT400045987 1175
PGSC0003DMT400008271 1177
PGSC0003DMT400030924 1177
PGSC0003DMT400087909 1177
PGSC0003DMT400008273 1177
PGSC0003DMT400008347 1178
PGSC0003DMT400029666 1178
PGSC0003DMT400037966 1178
PGSC0003DMT400063701 1178
PGSC0003DMT400089173 1181
PGSC0003DMT400094757 1181
PGSC0003DMT400085992 1181
PGSC0003DMT400092666 1181
PGSC0003DMT400008519 1182
PGSC0003DMT400008521 1182
PGSC0003DMT400018524 1182
PGSC0003DMT400070754 1182
PGSC0003DMT400008569 1183
PGSC0003DMT400085006 1183
PGSC0003DMT400020635 1183
PGSC0003DMT400064306 1183
PGSC0003DMT400008589 1185
PGSC0003DMT400014144 1185
PGSC0003DMT400048948 1185
PGSC0003DMT400064854 1185
PGSC0003DMT400008659 1187
PGSC0003DMT400023209 1187
PGSC0003DMT400039470 1187
PGSC0003DMT400039254 1187
PGSC0003DMT400009049 1194
PGSC0003DMT400009050 1194
PGSC0003DMT400009051 1194
PGSC0003DMT400009052 1194
PGSC0003DMT400009057 1195
PGSC0003DMT400013376 1195
PGSC0003DMT400040043 1195
PGSC0003DMT400096564 1195
PGSC0003DMT400009708 1203
PGSC0003DMT400009709 1203
PGSC0003DMT400009785 1203
PGSC0003DMT400009781 1203
PGSC0003DMT400010997 1218
PGSC0003DMT400026234 1218
PGSC0003DMT400053912 1218
PGSC0003DMT400077477 1218
PGSC0003DMT400087102 1221
PGSC0003DMT400088685 1221
PGSC0003DMT400087779 1221
PGSC0003DMT400092063 1221
PGSC0003DMT400011560 1229
PGSC0003DMT400054038 1229
PGSC0003DMT400080158 1229
PGSC0003DMT400059872 1229
PGSC0003DMT400011988 1233
PGSC0003DMT400022695 1233
PGSC0003DMT400029432 1233
PGSC0003DMT400060511 1233
PGSC0003DMT400012446 1236
PGSC0003DMT400023656 1236
PGSC0003DMT400012452 1236
PGSC0003DMT400012556 1236
PGSC0003DMT400012996 1243
PGSC0003DMT400049542 1243
PGSC0003DMT400057519 1243
PGSC0003DMT400064349 1243
PGSC0003DMT400013895 1254
PGSC0003DMT400090927 1254
PGSC0003DMT400027412 1254
PGSC0003DMT400041009 1254
PGSC0003DMT400036483 1255
PGSC0003DMT400062382 1255
PGSC0003DMT400038501 1255
PGSC0003DMT400093108 1255
PGSC0003DMT400014547 1261
PGSC0003DMT400073388 1261
PGSC0003DMT400073682 1261
PGSC0003DMT400074806 1261
PGSC0003DMT400015379 1270
PGSC0003DMT400015384 1270
PGSC0003DMT400015386 1270
PGSC0003DMT400032149 1270
PGSC0003DMT400015465 1271
PGSC0003DMT400047487 1271
PGSC0003DMT400007648 1271
PGSC0003DMT400020985 1271
PGSC0003DMT400028386 1272
PGSC0003DMT400036250 1272
PGSC0003DMT400092619 1272
PGSC0003DMT400060635 1272
PGSC0003DMT400016038 1273
PGSC0003DMT400059095 1273
PGSC0003DMT400078075 1273
PGSC0003DMT400088880 1273
PGSC0003DMT400016586 1277
PGSC0003DMT400064257 1277
PGSC0003DMT400071802 1277
PGSC0003DMT400089515 1277
PGSC0003DMT400017200 1284
PGSC0003DMT400035614 1284
PGSC0003DMT400052548 1284
PGSC0003DMT400017202 1284
PGSC0003DMT400018916 1299
PGSC0003DMT400066159 1299
PGSC0003DMT400077180 1299
PGSC0003DMT400080213 1299
PGSC0003DMT400021423 1326
PGSC0003DMT400036975 1326
PGSC0003DMT400070949 1326
PGSC0003DMT400073095 1326
PGSC0003DMT400022019 1331
PGSC0003DMT400024482 1331
PGSC0003DMT400045604 1331
PGSC0003DMT400024484 1331
PGSC0003DMT400022150 1332
PGSC0003DMT400044113 1332
PGSC0003DMT400045362 1332
PGSC0003DMT400073709 1332
PGSC0003DMT400022295 1333
PGSC0003DMT400045198 1333
PGSC0003DMT400068122 1333
PGSC0003DMT400022296 1333
PGSC0003DMT400023313 1339
PGSC0003DMT400035467 1339
PGSC0003DMT400055375 1339
PGSC0003DMT400027057 1339
PGSC0003DMT400025323 1355
PGSC0003DMT400057934 1355
PGSC0003DMT400070447 1355
PGSC0003DMT400071985 1355
PGSC0003DMT400027378 1373
PGSC0003DMT400023272 1373
PGSC0003DMT400039061 1373
PGSC0003DMT400052637 1373
PGSC0003DMT400027573 1376
PGSC0003DMT400084968 1376
PGSC0003DMT400090946 1376
PGSC0003DMT400096219 1376
PGSC0003DMT400028026 1380
PGSC0003DMT400000089 1380
PGSC0003DMT400042100 1380
PGSC0003DMT400052361 1380
PGSC0003DMT400028086 1381
PGSC0003DMT400032307 1381
PGSC0003DMT400032764 1381
PGSC0003DMT400082796 1381
PGSC0003DMT400089331 1406
PGSC0003DMT400096260 1406
PGSC0003DMT400090917 1406
PGSC0003DMT400089555 1406
PGSC0003DMT400032681 1413
PGSC0003DMT400041816 1413
PGSC0003DMT400041818 1413
PGSC0003DMT400079161 1413
PGSC0003DMT400033609 1422
PGSC0003DMT400085100 1422
PGSC0003DMT400020689 1422
PGSC0003DMT400027557 1422
PGSC0003DMT400039040 1452
PGSC0003DMT400041542 1452
PGSC0003DMT400065645 1452
PGSC0003DMT400095146 1452
PGSC0003DMT400046881 1493
PGSC0003DMT400053419 1493
PGSC0003DMT400053429 1493
PGSC0003DMT400068056 1493
PGSC0003DMT400047390 1496
PGSC0003DMT400059654 1496
PGSC0003DMT400059655 1496
PGSC0003DMT400047391 1496
PGSC0003DMT400048452 1500
PGSC0003DMT400050229 1500
PGSC0003DMT400060823 1500
PGSC0003DMT400083161 1500
PGSC0003DMT400052407 1514
PGSC0003DMT400063681 1514
PGSC0003DMT400092330 1514
PGSC0003DMT400069842 1514
PGSC0003DMT400056534 1525
PGSC0003DMT400092795 1525
PGSC0003DMT400087514 1525
PGSC0003DMT400094179 1525
PGSC0003DMT400059640 1531
PGSC0003DMT400068844 1531
PGSC0003DMT400092396 1531
PGSC0003DMT400097695 1531
PGSC0003DMT400069229 1542
PGSC0003DMT400069231 1542
PGSC0003DMT400086118 1542
PGSC0003DMT400069230 1542
PGSC0003DMT400071867 1547
PGSC0003DMT400071869 1547
PGSC0003DMT400092346 1547
PGSC0003DMT400093464 1547
PGSC0003DMT400073543 1549
PGSC0003DMT400084757 1549
PGSC0003DMT400073553 1549
PGSC0003DMT400073556 1549
PGSC0003DMT400085503 1573
PGSC0003DMT400088085 1573
PGSC0003DMT400090900 1573
PGSC0003DMT400094855 1573
PGSC0003DMT400086241 1586
PGSC0003DMT400087822 1586
PGSC0003DMT400086997 1586
PGSC0003DMT400097729 1586
PGSC0003DMT400088067 1602
PGSC0003DMT400088224 1602
PGSC0003DMT400096208 1602
PGSC0003DMT400097752 1602
PGSC0003DMT400091813 1609
PGSC0003DMT400094603 1609
PGSC0003DMT400096497 1609
PGSC0003DMT400093362 1609
PGSC0003DMT400093522 1613
PGSC0003DMT400024983 1613
PGSC0003DMT400096902 1613
PGSC0003DMT400095292 1613
PGSC0003DMT400000010 1615
PGSC0003DMT400018036 1615
PGSC0003DMT400026571 1615
PGSC0003DMT400001102 1643
PGSC0003DMT400027651 1643
PGSC0003DMT400059417 1643
PGSC0003DMT400002388 1679
PGSC0003DMT400036441 1679
PGSC0003DMT400046457 1679
PGSC0003DMT400002711 1686
PGSC0003DMT400037313 1686
PGSC0003DMT400065828 1686
PGSC0003DMT400002809 1687
PGSC0003DMT400036147 1687
PGSC0003DMT400037297 1687
PGSC0003DMT400002908 1692
PGSC0003DMT400083809 1692
PGSC0003DMT400059382 1692
PGSC0003DMT400002933 1693
PGSC0003DMT400027020 1693
PGSC0003DMT400031301 1693
PGSC0003DMT400003347 1706
PGSC0003DMT400072272 1706
PGSC0003DMT400055148 1706
PGSC0003DMT400003517 1713
PGSC0003DMT400051795 1713
PGSC0003DMT400071840 1713
PGSC0003DMT400003564 1715
PGSC0003DMT400045450 1715
PGSC0003DMT400045460 1715
PGSC0003DMT400003592 1718
PGSC0003DMT400080291 1718
PGSC0003DMT400083150 1718
PGSC0003DMT400003724 1720
PGSC0003DMT400019789 1720
PGSC0003DMT400019791 1720
PGSC0003DMT400004265 1739
PGSC0003DMT400027243 1739
PGSC0003DMT400062927 1739
PGSC0003DMT400004353 1742
PGSC0003DMT400018024 1742
PGSC0003DMT400068359 1742
PGSC0003DMT400006010 1786
PGSC0003DMT400016819 1786
PGSC0003DMT400016815 1786
PGSC0003DMT400006032 1788
PGSC0003DMT400054336 1788
PGSC0003DMT400055879 1788
PGSC0003DMT400006508 1803
PGSC0003DMT400011996 1803
PGSC0003DMT400021738 1803
PGSC0003DMT400006642 1807
PGSC0003DMT400030265 1807
PGSC0003DMT400069855 1807
PGSC0003DMT400006681 1811
PGSC0003DMT400012339 1811
PGSC0003DMT400016607 1811
PGSC0003DMT400007062 1822
PGSC0003DMT400028682 1822
PGSC0003DMT400072655 1822
PGSC0003DMT400007644 1837
PGSC0003DMT400055707 1837
PGSC0003DMT400064103 1837
PGSC0003DMT400007663 1838
PGSC0003DMT400007664 1838
PGSC0003DMT400041047 1838
PGSC0003DMT400008354 1854
PGSC0003DMT400015014 1854
PGSC0003DMT400077703 1854
PGSC0003DMT400008586 1861
PGSC0003DMT400012593 1861
PGSC0003DMT400013082 1861
PGSC0003DMT400008780 1872
PGSC0003DMT400077278 1872
PGSC0003DMT400082468 1872
PGSC0003DMT400008824 1874
PGSC0003DMT400008825 1874
PGSC0003DMT400055825 1874
PGSC0003DMT400009156 1885
PGSC0003DMT400061150 1885
PGSC0003DMT400061354 1885
PGSC0003DMT400010123 1908
PGSC0003DMT400010196 1908
PGSC0003DMT400089240 1908
PGSC0003DMT400010303 1911
PGSC0003DMT400065493 1911
PGSC0003DMT400066577 1911
PGSC0003DMT400010624 1914
PGSC0003DMT400045298 1914
PGSC0003DMT400060279 1914
PGSC0003DMT400010990 1925
PGSC0003DMT400030799 1925
PGSC0003DMT400054476 1925
PGSC0003DMT400011166 1934
PGSC0003DMT400056014 1934
PGSC0003DMT400069100 1934
PGSC0003DMT400091897 1935
PGSC0003DMT400094706 1935
PGSC0003DMT400096544 1935
PGSC0003DMT400011427 1942
PGSC0003DMT400033861 1942
PGSC0003DMT400074941 1942
PGSC0003DMT400011470 1947
PGSC0003DMT400039879 1947
PGSC0003DMT400071585 1947
PGSC0003DMT400012208 1967
PGSC0003DMT400032495 1967
PGSC0003DMT400032507 1967
PGSC0003DMT400012930 1979
PGSC0003DMT400029255 1979
PGSC0003DMT400057575 1979
PGSC0003DMT400013022 1983
PGSC0003DMT400042488 1983
PGSC0003DMT400051168 1983
PGSC0003DMT400087569 2008
PGSC0003DMT400095573 2008
PGSC0003DMT400086763 2008
PGSC0003DMT400013963 2010
PGSC0003DMT400031598 2010
PGSC0003DMT400047633 2010
PGSC0003DMT400014852 2024
PGSC0003DMT400036625 2024
PGSC0003DMT400023176 2024
PGSC0003DMT400015050 2036
PGSC0003DMT400050201 2036
PGSC0003DMT400068252 2036
PGSC0003DMT400015074 2038
PGSC0003DMT400038206 2038
PGSC0003DMT400022846 2038
PGSC0003DMT400015350 2044
PGSC0003DMT400078635 2044
PGSC0003DMT400043033 2044
PGSC0003DMT400015409 2047
PGSC0003DMT400015262 2047
PGSC0003DMT400015410 2047
PGSC0003DMT400015916 2057
PGSC0003DMT400066307 2057
PGSC0003DMT400015917 2057
PGSC0003DMT400017723 2085
PGSC0003DMT400069197 2085
PGSC0003DMT400089195 2085
PGSC0003DMT400018059 2092
PGSC0003DMT400068748 2092
PGSC0003DMT400087830 2092
PGSC0003DMT400073110 2110
PGSC0003DMT400073105 2110
PGSC0003DMT400092605 2110
PGSC0003DMT400021010 2163
PGSC0003DMT400021014 2163
PGSC0003DMT400060913 2163
PGSC0003DMT400050377 2170
PGSC0003DMT400088375 2170
PGSC0003DMT400091449 2170
PGSC0003DMT400021395 2173
PGSC0003DMT400044724 2173
PGSC0003DMT400054835 2173
PGSC0003DMT400022356 2191
PGSC0003DMT400093852 2191
PGSC0003DMT400027207 2191
PGSC0003DMT400023901 2221
PGSC0003DMT400023904 2221
PGSC0003DMT400048219 2221
PGSC0003DMT400023923 2222
PGSC0003DMT400015424 2222
PGSC0003DMT400068621 2222
PGSC0003DMT400026963 2277
PGSC0003DMT400030733 2277
PGSC0003DMT400067858 2277
PGSC0003DMT400026995 2278
PGSC0003DMT400067880 2278
PGSC0003DMT400067881 2278
PGSC0003DMT400027369 2287
PGSC0003DMT400032410 2287
PGSC0003DMT400060919 2287
PGSC0003DMT400028003 2299
PGSC0003DMT400081239 2299
PGSC0003DMT400081299 2299
PGSC0003DMT400028288 2308
PGSC0003DMT400044777 2308
PGSC0003DMT400050843 2308
PGSC0003DMT400087322 2334
PGSC0003DMT400095232 2334
PGSC0003DMT400096525 2334
PGSC0003DMT400030800 2337
PGSC0003DMT400054620 2337
PGSC0003DMT400030802 2337
PGSC0003DMT400031503 2344
PGSC0003DMT400037740 2344
PGSC0003DMT400037743 2344
PGSC0003DMT400031804 2347
PGSC0003DMT400078030 2347
PGSC0003DMT400097242 2347
PGSC0003DMT400033380 2362
PGSC0003DMT400058724 2362
PGSC0003DMT400076438 2362
PGSC0003DMT400033392 2363
PGSC0003DMT400058713 2363
PGSC0003DMT400081259 2363
PGSC0003DMT400036828 2395
PGSC0003DMT400067222 2395
PGSC0003DMT400036833 2395
PGSC0003DMT400035590 2407
PGSC0003DMT400078288 2407
PGSC0003DMT400078290 2407
PGSC0003DMT400035730 2412
PGSC0003DMT400056261 2412
PGSC0003DMT400082811 2412
PGSC0003DMT400035935 2419
PGSC0003DMT400035505 2419
PGSC0003DMT400042379 2419
PGSC0003DMT400041543 2457
PGSC0003DMT400041545 2457
PGSC0003DMT400092306 2457
PGSC0003DMT400039256 2465
PGSC0003DMT400039476 2465
PGSC0003DMT400092810 2465
PGSC0003DMT400039473 2471
PGSC0003DMT400023514 2471
PGSC0003DMT400059129 2471
PGSC0003DMT400039734 2476
PGSC0003DMT400047264 2476
PGSC0003DMT400064369 2476
PGSC0003DMT400094606 2481
PGSC0003DMT400086939 2481
PGSC0003DMT400096411 2481
PGSC0003DMT400040990 2485
PGSC0003DMT400052715 2485
PGSC0003DMT400052720 2485
PGSC0003DMT400041643 2494
PGSC0003DMT400043250 2494
PGSC0003DMT400092623 2494
PGSC0003DMT400042946 2508
PGSC0003DMT400004178 2508
PGSC0003DMT400070968 2508
PGSC0003DMT400043548 2513
PGSC0003DMT400065918 2513
PGSC0003DMT400092307 2513
PGSC0003DMT400097228 2534
PGSC0003DMT400092816 2534
PGSC0003DMT400091337 2534
PGSC0003DMT400046987 2545
PGSC0003DMT400047155 2545
PGSC0003DMT400064351 2545
PGSC0003DMT400047738 2557
PGSC0003DMT400075349 2557
PGSC0003DMT400077428 2557
PGSC0003DMT400049042 2570
PGSC0003DMT400067951 2570
PGSC0003DMT400071807 2570
PGSC0003DMT400060114 2572
PGSC0003DMT400068313 2572
PGSC0003DMT400060115 2572
PGSC0003DMT400089306 2617
PGSC0003DMT400095362 2617
PGSC0003DMT400089135 2617
PGSC0003DMT400054937 2626
PGSC0003DMT400054939 2626
PGSC0003DMT400072564 2626
PGSC0003DMT400055432 2632
PGSC0003DMT400055435 2632
PGSC0003DMT400087475 2632
PGSC0003DMT400055560 2634
PGSC0003DMT400087698 2634
PGSC0003DMT400094242 2634
PGSC0003DMT400059931 2660
PGSC0003DMT400013725 2660
PGSC0003DMT400094812 2660
PGSC0003DMT400060214 2662
PGSC0003DMT400076182 2662
PGSC0003DMT400078228 2662
PGSC0003DMT400062333 2673
PGSC0003DMT400062335 2673
PGSC0003DMT400062337 2673
PGSC0003DMT400062635 2674
PGSC0003DMT400067826 2674
PGSC0003DMT400078423 2674
PGSC0003DMT400064107 2681
PGSC0003DMT400071248 2681
PGSC0003DMT400078305 2681
PGSC0003DMT400064553 2683
PGSC0003DMT400064554 2683
PGSC0003DMT400064555 2683
PGSC0003DMT400065033 2687
PGSC0003DMT400065034 2687
PGSC0003DMT400065035 2687
PGSC0003DMT400065262 2689
PGSC0003DMT400065263 2689
PGSC0003DMT400065291 2689
PGSC0003DMT400069066 2713
PGSC0003DMT400075171 2713
PGSC0003DMT400090129 2713
PGSC0003DMT400069259 2714
PGSC0003DMT400081214 2714
PGSC0003DMT400092730 2714
PGSC0003DMT400071372 2722
PGSC0003DMT400079897 2722
PGSC0003DMT400093182 2722
PGSC0003DMT400078111 2751
PGSC0003DMT400080379 2751
PGSC0003DMT400080380 2751
PGSC0003DMT400078170 2752
PGSC0003DMT400078311 2752
PGSC0003DMT400078312 2752
PGSC0003DMT400086149 2766
PGSC0003DMT400091634 2766
PGSC0003DMT400092568 2766
PGSC0003DMT400085144 2779
PGSC0003DMT400086029 2779
PGSC0003DMT400089512 2779
PGSC0003DMT400085280 2782
PGSC0003DMT400087654 2782
PGSC0003DMT400087786 2782
PGSC0003DMT400085789 2797
PGSC0003DMT400088973 2797
PGSC0003DMT400097725 2797
PGSC0003DMT400085861 2799
PGSC0003DMT400097294 2799
PGSC0003DMT400086444 2799
PGSC0003DMT400085872 2801
PGSC0003DMT400090085 2801
PGSC0003DMT400090094 2801
PGSC0003DMT400088785 2804
PGSC0003DMT400096029 2804
PGSC0003DMT400090760 2804
PGSC0003DMT400096727 2827
PGSC0003DMT400097044 2827
PGSC0003DMT400095753 2827
PGSC0003DMT400090540 2840
PGSC0003DMT400088176 2840
PGSC0003DMT400091398 2840
PGSC0003DMT400095064 2845
PGSC0003DMT400097016 2845
PGSC0003DMT400095773 2845
PGSC0003DMT400088522 2847
PGSC0003DMT400089811 2847
PGSC0003DMT400085787 2847
PGSC0003DMT400088749 2850
PGSC0003DMT400092280 2850
PGSC0003DMT400095566 2850
PGSC0003DMT400089339 2859
PGSC0003DMT400094568 2859
PGSC0003DMT400095195 2859
PGSC0003DMT400089860 2866
PGSC0003DMT400089983 2866
PGSC0003DMT400092065 2866
PGSC0003DMT400089912 2867
PGSC0003DMT400092495 2867
PGSC0003DMT400093236 2867
PGSC0003DMT400090865 2875
PGSC0003DMT400086117 2875
PGSC0003DMT400089999 2875
PGSC0003DMT400092350 2881
PGSC0003DMT400084966 2881
PGSC0003DMT400096459 2881
PGSC0003DMT400000130 2895
PGSC0003DMT400040827 2895
PGSC0003DMT400072216 2910
PGSC0003DMT400072214 2910
PGSC0003DMT400000752 2930
PGSC0003DMT400000883 2930
PGSC0003DMT400000902 2942
PGSC0003DMT400024756 2942
PGSC0003DMT400001067 2950
PGSC0003DMT400078158 2950
PGSC0003DMT400064054 2981
PGSC0003DMT400064142 2981
PGSC0003DMT400033391 2994
PGSC0003DMT400068959 2994
PGSC0003DMT400001839 2995
PGSC0003DMT400073284 2995
PGSC0003DMT400039974 2997
PGSC0003DMT400072208 2997
PGSC0003DMT400001914 3000
PGSC0003DMT400084285 3000
PGSC0003DMT400045270 3026
PGSC0003DMT400045277 3026
PGSC0003DMT400002449 3033
PGSC0003DMT400074138 3033
PGSC0003DMT400053307 3037
PGSC0003DMT400035626 3037
PGSC0003DMT400002569 3041
PGSC0003DMT400002567 3041
PGSC0003DMT400002679 3048
PGSC0003DMT400002726 3048
PGSC0003DMT400002693 3049
PGSC0003DMT400071036 3049
PGSC0003DMT400002731 3050
PGSC0003DMT400010702 3050
PGSC0003DMT400003102 3075
PGSC0003DMT400008680 3075
PGSC0003DMT400003243 3080
PGSC0003DMT400075159 3080
PGSC0003DMT400003265 3082
PGSC0003DMT400006490 3082
PGSC0003DMT400064449 3096
PGSC0003DMT400087773 3096
PGSC0003DMT400003644 3101
PGSC0003DMT400089418 3101
PGSC0003DMT400003898 3114
PGSC0003DMT400003899 3114
PGSC0003DMT400004064 3122
PGSC0003DMT400023703 3122
PGSC0003DMT400004094 3123
PGSC0003DMT400051327 3123
PGSC0003DMT400034611 3139
PGSC0003DMT400079574 3139
PGSC0003DMT400035143 3142
PGSC0003DMT400035145 3142
PGSC0003DMT400004442 3145
PGSC0003DMT400027131 3145
PGSC0003DMT400004660 3157
PGSC0003DMT400052810 3157
PGSC0003DMT400004738 3159
PGSC0003DMT400095130 3159
PGSC0003DMT400004821 3164
PGSC0003DMT400019465 3164
PGSC0003DMT400005078 3189
PGSC0003DMT400048190 3189
PGSC0003DMT400005181 3197
PGSC0003DMT400088323 3197
PGSC0003DMT400005421 3213
PGSC0003DMT400062128 3213
PGSC0003DMT400005630 3224
PGSC0003DMT400035904 3224
PGSC0003DMT400005956 3240
PGSC0003DMT400057257 3240
PGSC0003DMT400006622 3286
PGSC0003DMT400012388 3286
PGSC0003DMT400006743 3291
PGSC0003DMT400021687 3291
PGSC0003DMT400006927 3304
PGSC0003DMT400021644 3304
PGSC0003DMT400007541 3336
PGSC0003DMT400060906 3336
PGSC0003DMT400007732 3350
PGSC0003DMT400015199 3350
PGSC0003DMT400007838 3354
PGSC0003DMT400038454 3354
PGSC0003DMT400008245 3370
PGSC0003DMT400060498 3370
PGSC0003DMT400008442 3378
PGSC0003DMT400092876 3378
PGSC0003DMT400088839 3381
PGSC0003DMT400096299 3381
PGSC0003DMT400008472 3387
PGSC0003DMT400084944 3387
PGSC0003DMT400008652 3395
PGSC0003DMT400094079 3395
PGSC0003DMT400008676 3399
PGSC0003DMT400026041 3399
PGSC0003DMT400008692 3401
PGSC0003DMT400020834 3401
PGSC0003DMT400008762 3405
PGSC0003DMT400071832 3405
PGSC0003DMT400009055 3414
PGSC0003DMT400009479 3414
PGSC0003DMT400009060 3415
PGSC0003DMT400058139 3415
PGSC0003DMT400009314 3429
PGSC0003DMT400051470 3429
PGSC0003DMT400009560 3446
PGSC0003DMT400009686 3446
PGSC0003DMT400009872 3460
PGSC0003DMT400072677 3460
PGSC0003DMT400010000 3467
PGSC0003DMT400079664 3467
PGSC0003DMT400010093 3475
PGSC0003DMT400045319 3475
PGSC0003DMT400010961 3519
PGSC0003DMT400044973 3519
PGSC0003DMT400011207 3531
PGSC0003DMT400026419 3531
PGSC0003DMT400011236 3534
PGSC0003DMT400097642 3534
PGSC0003DMT400080381 3561
PGSC0003DMT400070013 3561
PGSC0003DMT400011724 3567
PGSC0003DMT400069822 3567
PGSC0003DMT400011936 3583
PGSC0003DMT400033993 3583
PGSC0003DMT400012095 3589
PGSC0003DMT400035881 3589
PGSC0003DMT400012159 3593
PGSC0003DMT400077173 3593
PGSC0003DMT400012274 3596
PGSC0003DMT400077263 3596
PGSC0003DMT400088094 3624
PGSC0003DMT400089987 3624
PGSC0003DMT400012975 3627
PGSC0003DMT400057584 3627
PGSC0003DMT400013135 3637
PGSC0003DMT400046435 3637
PGSC0003DMT400013664 3667
PGSC0003DMT400084798 3667
PGSC0003DMT400013718 3669
PGSC0003DMT400064939 3669
PGSC0003DMT400013769 3672
PGSC0003DMT400014397 3672
PGSC0003DMT400014293 3699
PGSC0003DMT400042642 3699
PGSC0003DMT400014415 3706
PGSC0003DMT400049122 3706
PGSC0003DMT400014960 3730
PGSC0003DMT400014962 3730
PGSC0003DMT400015088 3737
PGSC0003DMT400050520 3737
PGSC0003DMT400015234 3750
PGSC0003DMT400048136 3750
PGSC0003DMT400027490 3782
PGSC0003DMT400050345 3782
PGSC0003DMT400015678 3785
PGSC0003DMT400048481 3785
PGSC0003DMT400015682 3786
PGSC0003DMT400048482 3786
PGSC0003DMT400015744 3791
PGSC0003DMT400074159 3791
PGSC0003DMT400016200 3806
PGSC0003DMT400053543 3806
PGSC0003DMT400016406 3815
PGSC0003DMT400080645 3815
PGSC0003DMT400085997 3817
PGSC0003DMT400097211 3817
PGSC0003DMT400016988 3845
PGSC0003DMT400073532 3845
PGSC0003DMT400017174 3856
PGSC0003DMT400057281 3856
PGSC0003DMT400017433 3862
PGSC0003DMT400017441 3862
PGSC0003DMT400017574 3866
PGSC0003DMT400083746 3866
PGSC0003DMT400017810 3875
PGSC0003DMT400032818 3875
PGSC0003DMT400017840 3877
PGSC0003DMT400034368 3877
PGSC0003DMT400017936 3881
PGSC0003DMT400032912 3881
PGSC0003DMT400018207 3895
PGSC0003DMT400039657 3895
PGSC0003DMT400018290 3898
PGSC0003DMT400039656 3898
PGSC0003DMT400018410 3904
PGSC0003DMT400068238 3904
PGSC0003DMT400018550 3912
PGSC0003DMT400072477 3912
PGSC0003DMT400018681 3916
PGSC0003DMT400048519 3916
PGSC0003DMT400018701 3918
PGSC0003DMT400034913 3918
PGSC0003DMT400019099 3934
PGSC0003DMT400022661 3934
PGSC0003DMT400019189 3935
PGSC0003DMT400019216 3935
PGSC0003DMT400019213 3938
PGSC0003DMT400042918 3938
PGSC0003DMT400019358 3944
PGSC0003DMT400080554 3944
PGSC0003DMT400019413 3945
PGSC0003DMT400065299 3945
PGSC0003DMT400019584 3957
PGSC0003DMT400019586 3957
PGSC0003DMT400019872 3970
PGSC0003DMT400074023 3970
PGSC0003DMT400020341 3999
PGSC0003DMT400020344 3999
PGSC0003DMT400020389 4002
PGSC0003DMT400029027 4002
PGSC0003DMT400020526 4009
PGSC0003DMT400084781 4009
PGSC0003DMT400021111 4038
PGSC0003DMT400025106 4038
PGSC0003DMT400021353 4048
PGSC0003DMT400010834 4048
PGSC0003DMT400021557 4057
PGSC0003DMT400048461 4057
PGSC0003DMT400021884 4067
PGSC0003DMT400049201 4067
PGSC0003DMT400022249 4076
PGSC0003DMT400030287 4076
PGSC0003DMT400022608 4095
PGSC0003DMT400027566 4095
PGSC0003DMT400022626 4096
PGSC0003DMT400085020 4096
PGSC0003DMT400022682 4099
PGSC0003DMT400064526 4099
PGSC0003DMT400023094 4118
PGSC0003DMT400072611 4118
PGSC0003DMT400023116 4119
PGSC0003DMT400072615 4119
PGSC0003DMT400023399 4131
PGSC0003DMT400055176 4131
PGSC0003DMT400023470 4138
PGSC0003DMT400055223 4138
PGSC0003DMT400023844 4154
PGSC0003DMT400076108 4154
PGSC0003DMT400024050 4163
PGSC0003DMT400052695 4163
PGSC0003DMT400024634 4183
PGSC0003DMT400024647 4183
PGSC0003DMT400024692 4184
PGSC0003DMT400075535 4184
PGSC0003DMT400024815 4191
PGSC0003DMT400048932 4191
PGSC0003DMT400025822 4229
PGSC0003DMT400075390 4229
PGSC0003DMT400025884 4230
PGSC0003DMT400075610 4230
PGSC0003DMT400025919 4233
PGSC0003DMT400075360 4233
PGSC0003DMT400026168 4239
PGSC0003DMT400056613 4239
